id,name,spirit_category,primary_spirit,method,glass,ice,garnish,flavor_profiles,vibes,difficulty,lore,pro_tip,is_classic,source,steps_json,ingredients_json,photo_url,photo_thumb,photo_source,photo_id,has_custom_photo,photo_credit,photo_credit_url
ll-00756,The Ivory Shrub,amaro,Elderflower Liqueur,shake,highball,large cube,grapefruit half-wheel,"[""refreshing"", ""citrusy"", ""bitter"", ""spicy"", ""fruity""]","[""Cozy Night In"", ""Party Starter"", ""Brunch"", ""Late Night""]",medium,The recipe was scrawled on a cocktail napkin by its creator and passed between bartenders for years before being formally documented.,"For a richer texture, substitute a small amount of the simple syrup with honey syrup (1:1 honey to warm water).",False,liquid_lore_original,"[""Combine all ingredients in a cocktail shaker."", ""Fill with ice and shake vigorously for 12\u201315 seconds until well-chilled."", ""Strain into your prepared glass."", ""Garnish with grapefruit half-wheel.""]","[{""name"": ""Elderflower Liqueur"", ""amount"": ""2 oz"", ""notes"": null}, {""name"": ""fresh grapefruit juice"", ""amount"": ""\u00bd oz"", ""notes"": null}, {""name"": ""simple syrup"", ""amount"": ""\u00bd oz"", ""notes"": null}, {""name"": ""watermelon juice"", ""amount"": ""1 dash"", ""notes"": null}]",https://images.unsplash.com/photo-1470337458755-9f97ef3a60db?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1470337458755-9f97ef3a60db?w=400&q=70&fit=crop&auto=format,unsplash,1470337458755-9f97ef3a60db,False,Unsplash,https://unsplash.com/photos/1470337458755-9f97ef3a60db
ll-00757,The Colonel's Flash,whiskey_bourbon,Buffalo Trace,shake,rocks,crushed,smoked with wood chip,"[""sour"", ""citrusy"", ""warming""]","[""Party Starter"", ""Happy Hour"", ""Summer Patio"", ""After Dinner""]",hard,"Popularized in Tokyo's bar scene before crossing the Pacific, this drink introduced Western audiences to Japanese whisky culture.",,False,liquid_lore_original,"[""Combine all ingredients in a cocktail shaker."", ""Fill with ice and shake vigorously for 12\u201315 seconds until well-chilled."", ""Strain into your prepared glass."", ""Garnish with smoked with wood chip.""]","[{""name"": ""Buffalo Trace"", ""amount"": ""2 oz"", ""notes"": null}, {""name"": ""fresh lemon juice"", ""amount"": ""1 oz"", ""notes"": null}, {""name"": ""simple syrup"", ""amount"": ""\u00bc oz"", ""notes"": null}]",https://images.unsplash.com/photo-1570196922220-8bca443c6b8b?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1570196922220-8bca443c6b8b?w=400&q=70&fit=crop&auto=format,unsplash,1570196922220-8bca443c6b8b,False,Unsplash,https://unsplash.com/photos/1570196922220-8bca443c6b8b
ll-00758,The Ashen Cobbler,whiskey_bourbon,Woodford Reserve,stir,rocks,crushed,cocktail cherry,"[""warming"", ""bitter"", ""boozy"", ""sweet""]","[""Healthy-ish"", ""Brunch"", ""Happy Hour""]",hard,"Born in New Orleans in the late 1800s, this is one of the oldest continuously served cocktails in American history.",,False,liquid_lore_original,"[""Combine all ingredients in a mixing glass."", ""Fill with large ice cubes and stir steadily for 30 seconds."", ""Strain into your chilled glass."", ""Garnish with cocktail cherry.""]","[{""name"": ""Woodford Reserve"", ""amount"": ""1\u00bd oz"", ""notes"": null}, {""name"": ""cold brew coffee"", ""amount"": ""\u00be oz"", ""notes"": null}, {""name"": ""simple syrup"", ""amount"": ""\u00be oz"", ""notes"": null}, {""name"": ""red wine"", ""amount"": ""\u00bc oz"", ""notes"": null}]",https://images.unsplash.com/photo-1514362545857-3bc16c4c7d1b?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1514362545857-3bc16c4c7d1b?w=400&q=70&fit=crop&auto=format,unsplash,1514362545857-3bc16c4c7d1b,False,Unsplash,https://unsplash.com/photos/1514362545857-3bc16c4c7d1b
ll-00759,Moonlit Andean Dawn,rum,El Dorado,build,highball,none (served up),cucumber ribbon,"[""citrusy"", ""spicy"", ""refreshing""]","[""Party Starter"", ""Brunch""]",medium,"Born in New Orleans in the late 1800s, this is one of the oldest continuously served cocktails in American history.",Batch the base mix a day ahead and store in the fridge — the flavors meld and the drink becomes more cohesive.,False,liquid_lore_original,"[""Fill your glass with ice."", ""Add ingredients in order, finishing with any carbonated components."", ""Give a single gentle stir to incorporate."", ""Garnish with cucumber ribbon.""]","[{""name"": ""El Dorado"", ""amount"": ""2 oz"", ""notes"": null}, {""name"": ""ginger beer"", ""amount"": ""\u00bd oz"", ""notes"": null}, {""name"": ""fresh lime juice"", ""amount"": ""\u00bc oz"", ""notes"": null}]",https://images.unsplash.com/photo-1626196340347-9ac5e8a2c6c8?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1626196340347-9ac5e8a2c6c8?w=400&q=70&fit=crop&auto=format,unsplash,1626196340347-9ac5e8a2c6c8,False,Unsplash,https://unsplash.com/photos/1626196340347-9ac5e8a2c6c8
ll-00760,The Electric Blossom,brandy,Courvoisier VSOP,shake,coupe,none (served neat),cardamom pod,"[""warming"", ""citrusy"", ""sweet"", ""creamy""]","[""Holiday"", ""Healthy-ish"", ""Happy Hour"", ""Late Night""]",hard,"Originally a digestif meant to be sipped slowly after a long Italian dinner, this formula was adapted for the American palate by shortening it and adding ice.",Use large-format ice. A single 2-inch cube melts far slower than cracked ice and keeps the drink from becoming watered-down.,False,liquid_lore_original,"[""Combine all ingredients in a cocktail shaker."", ""Fill with ice and shake vigorously for 12\u201315 seconds until well-chilled."", ""Strain into your prepared glass."", ""Garnish with cardamom pod.""]","[{""name"": ""Courvoisier VSOP"", ""amount"": ""1\u00bd oz"", ""notes"": null}, {""name"": ""fresh lemon juice"", ""amount"": ""\u00be oz"", ""notes"": null}, {""name"": ""simple syrup"", ""amount"": ""\u00be oz"", ""notes"": null}, {""name"": ""sweet vermouth"", ""amount"": ""\u00bd oz"", ""notes"": null}]",https://images.unsplash.com/photo-1570196922220-8bca443c6b8b?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1570196922220-8bca443c6b8b?w=400&q=70&fit=crop&auto=format,unsplash,1570196922220-8bca443c6b8b,False,Unsplash,https://unsplash.com/photos/1570196922220-8bca443c6b8b
ll-00761,The Wild Zenith,vodka,Ciroc,build,copper mug,none (served up),absinthe rinse,"[""citrusy"", ""herby"", ""spicy"", ""refreshing""]","[""Game Night"", ""Late Night"", ""Party Starter""]",easy,"A house original from a legendary bar that no longer exists, kept alive through oral tradition among bartenders who worked there.","Build directly in the glass and add the carbonated ingredient last, giving only one gentle stir to preserve the bubbles.",False,liquid_lore_original,"[""Fill your glass with ice."", ""Add ingredients in order, finishing with any carbonated components."", ""Give a single gentle stir to incorporate."", ""Garnish with absinthe rinse.""]","[{""name"": ""Ciroc"", ""amount"": ""1\u00bd oz"", ""notes"": null}, {""name"": ""ginger beer"", ""amount"": ""\u00be oz"", ""notes"": null}, {""name"": ""fresh lime juice"", ""amount"": ""\u00bc oz"", ""notes"": null}]",https://images.unsplash.com/photo-1560963805-6c64f2785b9c?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1560963805-6c64f2785b9c?w=400&q=70&fit=crop&auto=format,unsplash,1560963805-6c64f2785b9c,False,Unsplash,https://unsplash.com/photos/1560963805-6c64f2785b9c
ll-00762,Silky Havana Reviver,amaro,Pimm's No. 1,build,highball,none (served neat),orange wheel,"[""citrusy"", ""bitter"", ""refreshing"", ""floral""]","[""Cozy Night In"", ""After Dinner""]",hard,,Stir with ice for at least 30 seconds — most home bartenders under-dilute their stirred drinks.,False,liquid_lore_original,"[""Fill your glass with ice."", ""Add ingredients in order, finishing with any carbonated components."", ""Give a single gentle stir to incorporate."", ""Garnish with orange wheel.""]","[{""name"": ""Pimm's No. 1"", ""amount"": ""1\u00be oz"", ""notes"": null}, {""name"": ""tonic water"", ""amount"": ""\u00be oz"", ""notes"": null}, {""name"": ""fresh lemon juice"", ""amount"": ""\u00bc oz"", ""notes"": null}, {""name"": ""velvet falernum"", ""amount"": ""2 dashes"", ""notes"": null}]",https://images.unsplash.com/photo-1582106245687-91b5614c0b6b?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1582106245687-91b5614c0b6b?w=400&q=70&fit=crop&auto=format,unsplash,1582106245687-91b5614c0b6b,False,Unsplash,https://unsplash.com/photos/1582106245687-91b5614c0b6b
ll-00763,Silver Mexican Haze,tequila,Olmeca,shake,rocks,large cube,grapefruit half-wheel,"[""refreshing"", ""earthy"", ""citrusy"", ""bitter"", ""spicy""]","[""Late Night"", ""Cozy Night In"", ""Summer Patio""]",hard,"Born in New Orleans in the late 1800s, this is one of the oldest continuously served cocktails in American history.",Chill your glass in the freezer for 10 minutes before serving. A cold glass keeps the drink cold longer without diluting it.,False,liquid_lore_original,"[""Combine all ingredients in a cocktail shaker."", ""Fill with ice and shake vigorously for 12\u201315 seconds until well-chilled."", ""Strain into your prepared glass."", ""Garnish with grapefruit half-wheel.""]","[{""name"": ""Olmeca"", ""amount"": ""1\u00bd oz"", ""notes"": null}, {""name"": ""Campari"", ""amount"": ""\u00be oz"", ""notes"": null}, {""name"": ""fresh grapefruit juice"", ""amount"": ""\u00bc oz"", ""notes"": null}, {""name"": ""peach puree"", ""amount"": ""\u00bc oz"", ""notes"": null}]",https://images.unsplash.com/photo-1609951651490-b1f34bb34b8b?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1609951651490-b1f34bb34b8b?w=400&q=70&fit=crop&auto=format,unsplash,1609951651490-b1f34bb34b8b,False,Unsplash,https://unsplash.com/photos/1609951651490-b1f34bb34b8b
ll-00764,Sundrenched Mexican Mule,brandy,Courvoisier VSOP,shake,coupe,large cube,cocktail onion,"[""warming"", ""sweet"", ""creamy"", ""floral""]","[""Holiday"", ""Cozy Night In"", ""Healthy-ish"", ""Brunch""]",medium,"A house original from a legendary bar that no longer exists, kept alive through oral tradition among bartenders who worked there.",Muddle herbs with syrup rather than citrus — the sugar helps extract essential oils without releasing bitter chlorophyll.,False,liquid_lore_original,"[""Combine all ingredients in a cocktail shaker."", ""Fill with ice and shake vigorously for 12\u201315 seconds until well-chilled."", ""Strain into your prepared glass."", ""Garnish with cocktail onion.""]","[{""name"": ""Courvoisier VSOP"", ""amount"": ""2 oz"", ""notes"": null}, {""name"": ""dark cr\u00e8me de cacao"", ""amount"": ""\u00be oz"", ""notes"": null}, {""name"": ""heavy cream"", ""amount"": ""\u00bc oz"", ""notes"": null}, {""name"": ""apple juice"", ""amount"": ""\u00bc oz"", ""notes"": null}]",https://images.unsplash.com/photo-1607622750671-6cd9a99eabd1?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1607622750671-6cd9a99eabd1?w=400&q=70&fit=crop&auto=format,unsplash,1607622750671-6cd9a99eabd1,False,Unsplash,https://unsplash.com/photos/1607622750671-6cd9a99eabd1
ll-00765,Violet Istanbul Dawn,rum,Mount Gay,shake,rocks,crushed,toasted coconut flakes,"[""earthy"", ""sweet"", ""sour"", ""citrusy"", ""spicy""]","[""Party Starter"", ""Date Night"", ""Summer Patio""]",hard,"Born in New Orleans in the late 1800s, this is one of the oldest continuously served cocktails in American history.",Rinse the glass with absinthe or a peated Scotch before building the drink to add a subtle aromatic backdrop.,False,liquid_lore_original,"[""Combine all ingredients in a cocktail shaker."", ""Fill with ice and shake vigorously for 12\u201315 seconds until well-chilled."", ""Strain into your prepared glass."", ""Garnish with toasted coconut flakes.""]","[{""name"": ""Mount Gay"", ""amount"": ""1\u00be oz"", ""notes"": null}, {""name"": ""fresh lime juice"", ""amount"": ""1 oz"", ""notes"": null}, {""name"": ""falernum"", ""amount"": ""\u00bc oz"", ""notes"": null}]",https://images.unsplash.com/photo-1544145945-f90425340c7e?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1544145945-f90425340c7e?w=400&q=70&fit=crop&auto=format,unsplash,1544145945-f90425340c7e,False,Unsplash,https://unsplash.com/photos/1544145945-f90425340c7e
ll-00766,Señor Negroni,whiskey_bourbon,Bulleit Bourbon,build,copper mug,none (served neat),star anise,"[""warming"", ""citrusy"", ""spicy"", ""refreshing""]","[""Holiday"", ""After Dinner"", ""Cozy Night In""]",medium,,Use large-format ice. A single 2-inch cube melts far slower than cracked ice and keeps the drink from becoming watered-down.,False,liquid_lore_original,"[""Fill your glass with ice."", ""Add ingredients in order, finishing with any carbonated components."", ""Give a single gentle stir to incorporate."", ""Garnish with star anise.""]","[{""name"": ""Bulleit Bourbon"", ""amount"": ""1\u00bd oz"", ""notes"": null}, {""name"": ""ginger beer"", ""amount"": ""\u00bd oz"", ""notes"": null}, {""name"": ""fresh lemon juice"", ""amount"": ""\u00bd oz"", ""notes"": null}]",https://images.unsplash.com/photo-1546171753-97d7676e4602?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1546171753-97d7676e4602?w=400&q=70&fit=crop&auto=format,unsplash,1546171753-97d7676e4602,False,Unsplash,https://unsplash.com/photos/1546171753-97d7676e4602
ll-00767,The Captain's Sour,amaro,Elderflower Liqueur,build,highball,none (served neat),gold luster dust,"[""refreshing"", ""tropical"", ""smoky"", ""bitter"", ""umami""]","[""Late Night"", ""Brunch""]",medium,,Stir with ice for at least 30 seconds — most home bartenders under-dilute their stirred drinks.,False,liquid_lore_original,"[""Fill your glass with ice."", ""Add ingredients in order, finishing with any carbonated components."", ""Give a single gentle stir to incorporate."", ""Garnish with gold luster dust.""]","[{""name"": ""Elderflower Liqueur"", ""amount"": ""1\u00bd oz"", ""notes"": null}, {""name"": ""coconut water"", ""amount"": ""\u00be oz"", ""notes"": null}, {""name"": ""fresh lime juice"", ""amount"": ""\u00bc oz"", ""notes"": null}]",https://images.unsplash.com/photo-1574680096145-d05b474e2155?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1574680096145-d05b474e2155?w=400&q=70&fit=crop&auto=format,unsplash,1574680096145-d05b474e2155,False,Unsplash,https://unsplash.com/photos/1574680096145-d05b474e2155
ll-00768,Tangled Parisian Mist,gin,Aviation,build,highball,large cube,pineapple frond,"[""bitter"", ""herby"", ""refreshing""]","[""Game Night"", ""Healthy-ish"", ""Cozy Night In"", ""Beach Day""]",medium,,,False,liquid_lore_original,"[""Fill your glass with ice."", ""Add ingredients in order, finishing with any carbonated components."", ""Give a single gentle stir to incorporate."", ""Garnish with pineapple frond.""]","[{""name"": ""Aviation"", ""amount"": ""1\u00bd oz"", ""notes"": null}, {""name"": ""tonic water"", ""amount"": ""1 oz"", ""notes"": null}, {""name"": ""fresh lime juice"", ""amount"": ""\u00bc oz"", ""notes"": null}, {""name"": ""mole bitters"", ""amount"": ""\u00bc oz"", ""notes"": null}]",https://images.unsplash.com/photo-1563227812-0ea4c22e6cc8?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1563227812-0ea4c22e6cc8?w=400&q=70&fit=crop&auto=format,unsplash,1563227812-0ea4c22e6cc8,False,Unsplash,https://unsplash.com/photos/1563227812-0ea4c22e6cc8
ll-00769,Lazy Smash,rum,Diplomatico,build,highball,none (served neat),smoked with wood chip,"[""refreshing"", ""earthy"", ""herby"", ""citrusy"", ""spicy""]","[""Date Night"", ""Party Starter"", ""Healthy-ish""]",easy,This cocktail's balance of bitter and sweet made it the darling of the early craft cocktail revival in the early 2000s.,"For a richer texture, substitute a small amount of the simple syrup with honey syrup (1:1 honey to warm water).",False,liquid_lore_original,"[""Fill your glass with ice."", ""Add ingredients in order, finishing with any carbonated components."", ""Give a single gentle stir to incorporate."", ""Garnish with smoked with wood chip.""]","[{""name"": ""Diplomatico"", ""amount"": ""1\u00be oz"", ""notes"": null}, {""name"": ""muddled mint"", ""amount"": ""1 oz"", ""notes"": null}, {""name"": ""fresh lime juice"", ""amount"": ""\u00bd oz"", ""notes"": null}, {""name"": ""ginger beer"", ""amount"": ""\u00bc oz"", ""notes"": null}]",https://images.unsplash.com/photo-1626196340347-9ac5e8a2c6c8?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1626196340347-9ac5e8a2c6c8?w=400&q=70&fit=crop&auto=format,unsplash,1626196340347-9ac5e8a2c6c8,False,Unsplash,https://unsplash.com/photos/1626196340347-9ac5e8a2c6c8
ll-00770,Tropical Kyoto Dusk,tequila,Fortaleza,build,highball,on the rocks,sugar rim,"[""earthy"", ""tropical"", ""sweet"", ""citrusy"", ""fruity""]","[""Happy Hour"", ""Summer Patio"", ""Beach Day""]",hard,This cocktail's balance of bitter and sweet made it the darling of the early craft cocktail revival in the early 2000s.,Rinse the glass with absinthe or a peated Scotch before building the drink to add a subtle aromatic backdrop.,False,liquid_lore_original,"[""Fill your glass with ice."", ""Add ingredients in order, finishing with any carbonated components."", ""Give a single gentle stir to incorporate."", ""Garnish with sugar rim.""]","[{""name"": ""Fortaleza"", ""amount"": ""2 oz"", ""notes"": null}, {""name"": ""fresh orange juice"", ""amount"": ""\u00bd oz"", ""notes"": null}, {""name"": ""grenadine"", ""amount"": ""\u00be oz"", ""notes"": null}]",https://images.unsplash.com/photo-1544145945-f90425340c7e?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1544145945-f90425340c7e?w=400&q=70&fit=crop&auto=format,unsplash,1544145945-f90425340c7e,False,Unsplash,https://unsplash.com/photos/1544145945-f90425340c7e
